Transcript,Transcript
TRINITY_DN1020_c0_g3_i10,TRINITY_DN1020_c0_g3_i10
TRINITY_DN102105_c1_g1_i1,TRINITY_DN102105_c1_g1_i1
TRINITY_DN10210_c0_g2_i5,TRINITY_DN10210_c0_g2_i5
TRINITY_DN10211_c0_g1_i1,TRINITY_DN10211_c0_g1_i1
TRINITY_DN10212_c0_g2_i1,TRINITY_DN10212_c0_g2_i1
TRINITY_DN102134_c0_g2_i6,TRINITY_DN102134_c0_g2_i6
TRINITY_DN10213_c0_g2_i3,TRINITY_DN10213_c0_g2_i3
TRINITY_DN10214_c0_g1_i1,TRINITY_DN10214_c0_g1_i1
TRINITY_DN10214_c0_g2_i1,TRINITY_DN10214_c0_g2_i1
TRINITY_DN102153_c0_g1_i4,TRINITY_DN102153_c0_g1_i4
TRINITY_DN10215_c0_g1_i1,TRINITY_DN10215_c0_g1_i1
TRINITY_DN10215_c0_g3_i1,TRINITY_DN10215_c0_g3_i1
TRINITY_DN10216_c0_g1_i1,TRINITY_DN10216_c0_g1_i1
TRINITY_DN102172_c0_g1_i1,TRINITY_DN102172_c0_g1_i1
TRINITY_DN10217_c0_g1_i1,TRINITY_DN10217_c0_g1_i1
TRINITY_DN102187_c0_g1_i1,TRINITY_DN102187_c0_g1_i1
TRINITY_DN10218_c0_g1_i1,TRINITY_DN10218_c0_g1_i1
TRINITY_DN102197_c0_g1_i15,TRINITY_DN102197_c0_g1_i15
TRINITY_DN102197_c0_g3_i1,TRINITY_DN102197_c0_g3_i1
TRINITY_DN10219_c0_g1_i1,TRINITY_DN10219_c0_g1_i1
TRINITY_DN10220_c0_g1_i2,TRINITY_DN10220_c0_g1_i2
TRINITY_DN102210_c0_g3_i2,TRINITY_DN102210_c0_g3_i2
TRINITY_DN10221_c0_g1_i4,TRINITY_DN10221_c0_g1_i4
TRINITY_DN102226_c0_g1_i3,TRINITY_DN102226_c0_g1_i3
TRINITY_DN10222_c0_g1_i4,TRINITY_DN10222_c0_g1_i4
TRINITY_DN102232_c0_g1_i2,TRINITY_DN102232_c0_g1_i2
TRINITY_DN102232_c0_g2_i3,TRINITY_DN102232_c0_g2_i3
TRINITY_DN10224_c0_g1_i1,TRINITY_DN10224_c0_g1_i1
TRINITY_DN10225_c0_g1_i1,TRINITY_DN10225_c0_g1_i1
TRINITY_DN10226_c0_g1_i3,TRINITY_DN10226_c0_g1_i3
TRINITY_DN102272_c0_g1_i1,TRINITY_DN102272_c0_g1_i1
TRINITY_DN102272_c0_g2_i1,TRINITY_DN102272_c0_g2_i1
TRINITY_DN102279_c0_g1_i2,TRINITY_DN102279_c0_g1_i2
TRINITY_DN10228_c0_g2_i4,TRINITY_DN10228_c0_g2_i4
TRINITY_DN102308_c0_g1_i1,TRINITY_DN102308_c0_g1_i1
TRINITY_DN10230_c0_g1_i5,TRINITY_DN10230_c0_g1_i5
TRINITY_DN102312_c0_g1_i10,TRINITY_DN102312_c0_g1_i10
TRINITY_DN102318_c0_g1_i1,TRINITY_DN102318_c0_g1_i1
TRINITY_DN10231_c0_g1_i1,TRINITY_DN10231_c0_g1_i1
TRINITY_DN10232_c0_g1_i1,TRINITY_DN10232_c0_g1_i1
TRINITY_DN10233_c0_g1_i11,TRINITY_DN10233_c0_g1_i11
TRINITY_DN102343_c0_g2_i1,TRINITY_DN102343_c0_g2_i1
TRINITY_DN102343_c0_g5_i1,TRINITY_DN102343_c0_g5_i1
TRINITY_DN102346_c0_g2_i1,TRINITY_DN102346_c0_g2_i1
TRINITY_DN102348_c0_g1_i8,TRINITY_DN102348_c0_g1_i8
TRINITY_DN102348_c2_g1_i1,TRINITY_DN102348_c2_g1_i1
TRINITY_DN10235_c2_g1_i1,TRINITY_DN10235_c2_g1_i1
TRINITY_DN10236_c0_g1_i13,TRINITY_DN10236_c0_g1_i13
TRINITY_DN10237_c2_g1_i2,TRINITY_DN10237_c2_g1_i2
TRINITY_DN102380_c1_g1_i1,TRINITY_DN102380_c1_g1_i1
TRINITY_DN102386_c0_g1_i1,TRINITY_DN102386_c0_g1_i1
TRINITY_DN1023_c0_g1_i8,TRINITY_DN1023_c0_g1_i8
TRINITY_DN1023_c1_g1_i11,TRINITY_DN1023_c1_g1_i11
TRINITY_DN102413_c0_g1_i1,TRINITY_DN102413_c0_g1_i1
TRINITY_DN102416_c0_g2_i1,TRINITY_DN102416_c0_g2_i1
TRINITY_DN10242_c1_g2_i5,TRINITY_DN10242_c1_g2_i5
TRINITY_DN10243_c0_g1_i25,TRINITY_DN10243_c0_g1_i25
TRINITY_DN102449_c0_g6_i1,TRINITY_DN102449_c0_g6_i1
TRINITY_DN10244_c0_g1_i18,TRINITY_DN10244_c0_g1_i18
TRINITY_DN10244_c5_g1_i1,TRINITY_DN10244_c5_g1_i1
TRINITY_DN102451_c0_g1_i1,TRINITY_DN102451_c0_g1_i1
TRINITY_DN10246_c0_g1_i7,TRINITY_DN10246_c0_g1_i7
TRINITY_DN10246_c0_g2_i7,TRINITY_DN10246_c0_g2_i7
TRINITY_DN102479_c0_g1_i2,TRINITY_DN102479_c0_g1_i2
TRINITY_DN102492_c0_g1_i1,TRINITY_DN102492_c0_g1_i1
TRINITY_DN10249_c0_g1_i2,TRINITY_DN10249_c0_g1_i2
TRINITY_DN102502_c1_g1_i1,TRINITY_DN102502_c1_g1_i1
TRINITY_DN10250_c0_g1_i1,TRINITY_DN10250_c0_g1_i1
TRINITY_DN102514_c0_g1_i1,TRINITY_DN102514_c0_g1_i1
TRINITY_DN102519_c0_g1_i1,TRINITY_DN102519_c0_g1_i1
TRINITY_DN102530_c1_g1_i1,TRINITY_DN102530_c1_g1_i1
TRINITY_DN102537_c0_g2_i1,TRINITY_DN102537_c0_g2_i1
TRINITY_DN102537_c0_g3_i1,TRINITY_DN102537_c0_g3_i1
TRINITY_DN102537_c4_g1_i1,TRINITY_DN102537_c4_g1_i1
TRINITY_DN102538_c0_g1_i12,TRINITY_DN102538_c0_g1_i12
TRINITY_DN102538_c0_g3_i1,TRINITY_DN102538_c0_g3_i1
TRINITY_DN10254_c0_g1_i6,TRINITY_DN10254_c0_g1_i6
TRINITY_DN102550_c0_g1_i7,TRINITY_DN102550_c0_g1_i7
TRINITY_DN102562_c1_g1_i1,TRINITY_DN102562_c1_g1_i1
TRINITY_DN10258_c0_g1_i11,TRINITY_DN10258_c0_g1_i11
TRINITY_DN102596_c0_g2_i1,TRINITY_DN102596_c0_g2_i1
TRINITY_DN10259_c1_g1_i4,TRINITY_DN10259_c1_g1_i4
TRINITY_DN10260_c0_g1_i12,TRINITY_DN10260_c0_g1_i12
TRINITY_DN10261_c0_g1_i1,TRINITY_DN10261_c0_g1_i1
TRINITY_DN102624_c0_g1_i3,TRINITY_DN102624_c0_g1_i3
TRINITY_DN10262_c0_g1_i1,TRINITY_DN10262_c0_g1_i1
TRINITY_DN10262_c2_g1_i1,TRINITY_DN10262_c2_g1_i1
TRINITY_DN10262_c2_g2_i1,TRINITY_DN10262_c2_g2_i1
TRINITY_DN10262_c3_g1_i1,TRINITY_DN10262_c3_g1_i1
TRINITY_DN10263_c0_g1_i4,TRINITY_DN10263_c0_g1_i4
TRINITY_DN102647_c0_g1_i1,TRINITY_DN102647_c0_g1_i1
TRINITY_DN102647_c1_g1_i1,TRINITY_DN102647_c1_g1_i1
TRINITY_DN10264_c0_g1_i6,TRINITY_DN10264_c0_g1_i6
TRINITY_DN10265_c0_g2_i2,TRINITY_DN10265_c0_g2_i2
TRINITY_DN102677_c0_g1_i1,TRINITY_DN102677_c0_g1_i1
TRINITY_DN10267_c0_g1_i1,TRINITY_DN10267_c0_g1_i1
TRINITY_DN10268_c0_g1_i1,TRINITY_DN10268_c0_g1_i1
TRINITY_DN1026_c1_g1_i9,TRINITY_DN1026_c1_g1_i9
TRINITY_DN10271_c0_g2_i3,TRINITY_DN10271_c0_g2_i3
TRINITY_DN102732_c0_g1_i1,TRINITY_DN102732_c0_g1_i1
TRINITY_DN102734_c0_g2_i1,TRINITY_DN102734_c0_g2_i1
TRINITY_DN102736_c0_g2_i1,TRINITY_DN102736_c0_g2_i1
TRINITY_DN102738_c0_g1_i1,TRINITY_DN102738_c0_g1_i1
TRINITY_DN102739_c0_g2_i1,TRINITY_DN102739_c0_g2_i1
TRINITY_DN102740_c0_g1_i2,TRINITY_DN102740_c0_g1_i2
TRINITY_DN102741_c0_g1_i1,TRINITY_DN102741_c0_g1_i1
TRINITY_DN102741_c1_g1_i1,TRINITY_DN102741_c1_g1_i1
TRINITY_DN102742_c0_g1_i1,TRINITY_DN102742_c0_g1_i1
TRINITY_DN102742_c1_g1_i1,TRINITY_DN102742_c1_g1_i1
TRINITY_DN102746_c0_g1_i1,TRINITY_DN102746_c0_g1_i1
TRINITY_DN102747_c0_g1_i1,TRINITY_DN102747_c0_g1_i1
TRINITY_DN102750_c0_g1_i1,TRINITY_DN102750_c0_g1_i1
TRINITY_DN102751_c0_g1_i1,TRINITY_DN102751_c0_g1_i1
TRINITY_DN102757_c0_g1_i1,TRINITY_DN102757_c0_g1_i1
TRINITY_DN10275_c0_g2_i2,TRINITY_DN10275_c0_g2_i2
TRINITY_DN102762_c0_g1_i1,TRINITY_DN102762_c0_g1_i1
TRINITY_DN102766_c0_g2_i1,TRINITY_DN102766_c0_g2_i1
TRINITY_DN102768_c0_g1_i2,TRINITY_DN102768_c0_g1_i2
TRINITY_DN102769_c0_g1_i1,TRINITY_DN102769_c0_g1_i1
TRINITY_DN102770_c0_g1_i2,TRINITY_DN102770_c0_g1_i2
TRINITY_DN102771_c0_g1_i2,TRINITY_DN102771_c0_g1_i2
TRINITY_DN102775_c0_g1_i2,TRINITY_DN102775_c0_g1_i2
TRINITY_DN102776_c0_g2_i1,TRINITY_DN102776_c0_g2_i1
TRINITY_DN10277_c0_g2_i2,TRINITY_DN10277_c0_g2_i2
TRINITY_DN10277_c0_g3_i5,TRINITY_DN10277_c0_g3_i5
TRINITY_DN102780_c0_g1_i2,TRINITY_DN102780_c0_g1_i2
TRINITY_DN102781_c0_g1_i1,TRINITY_DN102781_c0_g1_i1
TRINITY_DN102783_c0_g2_i3,TRINITY_DN102783_c0_g2_i3
TRINITY_DN102784_c0_g1_i2,TRINITY_DN102784_c0_g1_i2
TRINITY_DN102784_c0_g2_i2,TRINITY_DN102784_c0_g2_i2
TRINITY_DN10278_c0_g1_i4,TRINITY_DN10278_c0_g1_i4
TRINITY_DN102790_c0_g1_i1,TRINITY_DN102790_c0_g1_i1
TRINITY_DN102791_c0_g1_i1,TRINITY_DN102791_c0_g1_i1
TRINITY_DN102792_c0_g1_i1,TRINITY_DN102792_c0_g1_i1
TRINITY_DN102794_c0_g1_i2,TRINITY_DN102794_c0_g1_i2
TRINITY_DN102796_c0_g1_i3,TRINITY_DN102796_c0_g1_i3
TRINITY_DN102796_c0_g2_i1,TRINITY_DN102796_c0_g2_i1
TRINITY_DN102799_c0_g1_i3,TRINITY_DN102799_c0_g1_i3
TRINITY_DN10279_c0_g2_i3,TRINITY_DN10279_c0_g2_i3
TRINITY_DN10279_c0_g3_i2,TRINITY_DN10279_c0_g3_i2
TRINITY_DN10279_c0_g4_i1,TRINITY_DN10279_c0_g4_i1
TRINITY_DN1027_c0_g1_i5,TRINITY_DN1027_c0_g1_i5
TRINITY_DN1027_c0_g2_i1,TRINITY_DN1027_c0_g2_i1
TRINITY_DN1027_c1_g3_i6,TRINITY_DN1027_c1_g3_i6
TRINITY_DN1027_c1_g4_i1,TRINITY_DN1027_c1_g4_i1
TRINITY_DN102802_c0_g1_i2,TRINITY_DN102802_c0_g1_i2
TRINITY_DN102808_c0_g1_i2,TRINITY_DN102808_c0_g1_i2
TRINITY_DN102809_c0_g1_i1,TRINITY_DN102809_c0_g1_i1
TRINITY_DN102813_c0_g1_i2,TRINITY_DN102813_c0_g1_i2
TRINITY_DN102816_c0_g1_i1,TRINITY_DN102816_c0_g1_i1
TRINITY_DN10281_c0_g1_i1,TRINITY_DN10281_c0_g1_i1
TRINITY_DN102820_c0_g1_i1,TRINITY_DN102820_c0_g1_i1
TRINITY_DN102820_c0_g2_i3,TRINITY_DN102820_c0_g2_i3
TRINITY_DN102821_c0_g1_i5,TRINITY_DN102821_c0_g1_i5
TRINITY_DN102824_c0_g1_i1,TRINITY_DN102824_c0_g1_i1
TRINITY_DN102825_c0_g1_i2,TRINITY_DN102825_c0_g1_i2
TRINITY_DN102827_c0_g1_i1,TRINITY_DN102827_c0_g1_i1
TRINITY_DN10282_c0_g1_i8,TRINITY_DN10282_c0_g1_i8
TRINITY_DN102832_c0_g1_i1,TRINITY_DN102832_c0_g1_i1
TRINITY_DN102834_c0_g1_i4,TRINITY_DN102834_c0_g1_i4
TRINITY_DN102839_c0_g2_i1,TRINITY_DN102839_c0_g2_i1
TRINITY_DN10283_c0_g2_i3,TRINITY_DN10283_c0_g2_i3
TRINITY_DN102846_c0_g1_i1,TRINITY_DN102846_c0_g1_i1
TRINITY_DN102846_c0_g2_i2,TRINITY_DN102846_c0_g2_i2
TRINITY_DN102847_c0_g1_i1,TRINITY_DN102847_c0_g1_i1
TRINITY_DN102848_c0_g1_i4,TRINITY_DN102848_c0_g1_i4
TRINITY_DN102856_c0_g2_i2,TRINITY_DN102856_c0_g2_i2
TRINITY_DN10285_c0_g1_i11,TRINITY_DN10285_c0_g1_i11
TRINITY_DN102860_c0_g2_i1,TRINITY_DN102860_c0_g2_i1
TRINITY_DN102861_c0_g2_i1,TRINITY_DN102861_c0_g2_i1
TRINITY_DN102863_c0_g1_i1,TRINITY_DN102863_c0_g1_i1
TRINITY_DN102869_c0_g1_i1,TRINITY_DN102869_c0_g1_i1
TRINITY_DN10286_c0_g3_i2,TRINITY_DN10286_c0_g3_i2
TRINITY_DN102870_c0_g2_i1,TRINITY_DN102870_c0_g2_i1
TRINITY_DN102873_c0_g1_i6,TRINITY_DN102873_c0_g1_i6
TRINITY_DN102874_c0_g1_i1,TRINITY_DN102874_c0_g1_i1
TRINITY_DN102875_c0_g1_i1,TRINITY_DN102875_c0_g1_i1
TRINITY_DN102879_c0_g1_i1,TRINITY_DN102879_c0_g1_i1
TRINITY_DN10287_c0_g1_i8,TRINITY_DN10287_c0_g1_i8
TRINITY_DN10287_c0_g2_i8,TRINITY_DN10287_c0_g2_i8
TRINITY_DN102881_c0_g1_i5,TRINITY_DN102881_c0_g1_i5
TRINITY_DN102882_c0_g1_i1,TRINITY_DN102882_c0_g1_i1
TRINITY_DN102883_c1_g1_i1,TRINITY_DN102883_c1_g1_i1
TRINITY_DN102885_c1_g2_i1,TRINITY_DN102885_c1_g2_i1
TRINITY_DN102885_c2_g1_i1,TRINITY_DN102885_c2_g1_i1
TRINITY_DN10288_c0_g1_i33,TRINITY_DN10288_c0_g1_i33
TRINITY_DN10288_c2_g1_i1,TRINITY_DN10288_c2_g1_i1
TRINITY_DN102894_c0_g1_i2,TRINITY_DN102894_c0_g1_i2
TRINITY_DN10289_c0_g1_i9,TRINITY_DN10289_c0_g1_i9
TRINITY_DN1028_c0_g2_i1,TRINITY_DN1028_c0_g2_i1
TRINITY_DN102905_c0_g1_i2,TRINITY_DN102905_c0_g1_i2
TRINITY_DN102907_c2_g1_i1,TRINITY_DN102907_c2_g1_i1
TRINITY_DN102908_c0_g1_i1,TRINITY_DN102908_c0_g1_i1
TRINITY_DN10290_c0_g1_i1,TRINITY_DN10290_c0_g1_i1
TRINITY_DN102910_c0_g1_i1,TRINITY_DN102910_c0_g1_i1
TRINITY_DN102912_c0_g1_i1,TRINITY_DN102912_c0_g1_i1
TRINITY_DN102913_c0_g1_i2,TRINITY_DN102913_c0_g1_i2
TRINITY_DN102914_c0_g1_i1,TRINITY_DN102914_c0_g1_i1
TRINITY_DN102915_c0_g1_i3,TRINITY_DN102915_c0_g1_i3
TRINITY_DN102916_c0_g1_i7,TRINITY_DN102916_c0_g1_i7
TRINITY_DN102917_c0_g1_i5,TRINITY_DN102917_c0_g1_i5
TRINITY_DN10291_c0_g1_i25,TRINITY_DN10291_c0_g1_i25
TRINITY_DN102922_c1_g1_i1,TRINITY_DN102922_c1_g1_i1
TRINITY_DN102925_c0_g2_i2,TRINITY_DN102925_c0_g2_i2
TRINITY_DN102927_c0_g1_i3,TRINITY_DN102927_c0_g1_i3
TRINITY_DN102929_c0_g1_i2,TRINITY_DN102929_c0_g1_i2
TRINITY_DN102929_c0_g2_i1,TRINITY_DN102929_c0_g2_i1
TRINITY_DN102930_c0_g1_i9,TRINITY_DN102930_c0_g1_i9
TRINITY_DN102932_c0_g2_i1,TRINITY_DN102932_c0_g2_i1
TRINITY_DN102933_c0_g1_i3,TRINITY_DN102933_c0_g1_i3
TRINITY_DN102934_c0_g2_i2,TRINITY_DN102934_c0_g2_i2
TRINITY_DN102934_c1_g1_i1,TRINITY_DN102934_c1_g1_i1
TRINITY_DN102935_c0_g1_i4,TRINITY_DN102935_c0_g1_i4
TRINITY_DN102940_c1_g1_i1,TRINITY_DN102940_c1_g1_i1
TRINITY_DN102942_c1_g1_i1,TRINITY_DN102942_c1_g1_i1
TRINITY_DN102946_c0_g1_i1,TRINITY_DN102946_c0_g1_i1
TRINITY_DN10294_c0_g1_i15,TRINITY_DN10294_c0_g1_i15
TRINITY_DN10294_c0_g2_i2,TRINITY_DN10294_c0_g2_i2
TRINITY_DN10294_c1_g1_i3,TRINITY_DN10294_c1_g1_i3
TRINITY_DN10294_c2_g1_i2,TRINITY_DN10294_c2_g1_i2
TRINITY_DN10294_c2_g3_i2,TRINITY_DN10294_c2_g3_i2
TRINITY_DN102958_c0_g1_i1,TRINITY_DN102958_c0_g1_i1
TRINITY_DN102958_c1_g1_i1,TRINITY_DN102958_c1_g1_i1
TRINITY_DN102961_c0_g2_i1,TRINITY_DN102961_c0_g2_i1
TRINITY_DN102971_c0_g1_i1,TRINITY_DN102971_c0_g1_i1
TRINITY_DN102972_c0_g1_i3,TRINITY_DN102972_c0_g1_i3
TRINITY_DN102973_c0_g1_i2,TRINITY_DN102973_c0_g1_i2
TRINITY_DN102981_c0_g2_i1,TRINITY_DN102981_c0_g2_i1
TRINITY_DN102984_c0_g1_i7,TRINITY_DN102984_c0_g1_i7
TRINITY_DN10298_c0_g1_i2,TRINITY_DN10298_c0_g1_i2
TRINITY_DN102995_c0_g1_i1,TRINITY_DN102995_c0_g1_i1
TRINITY_DN10299_c0_g1_i26,TRINITY_DN10299_c0_g1_i26
TRINITY_DN1029_c0_g1_i3,TRINITY_DN1029_c0_g1_i3
TRINITY_DN1029_c0_g2_i2,TRINITY_DN1029_c0_g2_i2
TRINITY_DN1029_c1_g1_i2,TRINITY_DN1029_c1_g1_i2
TRINITY_DN1029_c3_g1_i4,TRINITY_DN1029_c3_g1_i4
TRINITY_DN1029_c7_g1_i10,TRINITY_DN1029_c7_g1_i10
TRINITY_DN102_c0_g1_i4,TRINITY_DN102_c0_g1_i4
TRINITY_DN103005_c0_g1_i1,TRINITY_DN103005_c0_g1_i1
TRINITY_DN103009_c0_g1_i3,TRINITY_DN103009_c0_g1_i3
TRINITY_DN10300_c0_g4_i2,TRINITY_DN10300_c0_g4_i2
TRINITY_DN103014_c0_g2_i1,TRINITY_DN103014_c0_g2_i1
TRINITY_DN103018_c0_g1_i1,TRINITY_DN103018_c0_g1_i1
TRINITY_DN103019_c0_g1_i1,TRINITY_DN103019_c0_g1_i1
TRINITY_DN103019_c0_g2_i1,TRINITY_DN103019_c0_g2_i1
TRINITY_DN10301_c0_g1_i2,TRINITY_DN10301_c0_g1_i2
TRINITY_DN103022_c0_g1_i2,TRINITY_DN103022_c0_g1_i2
TRINITY_DN103022_c0_g2_i3,TRINITY_DN103022_c0_g2_i3
TRINITY_DN103023_c0_g2_i1,TRINITY_DN103023_c0_g2_i1
TRINITY_DN103026_c0_g2_i1,TRINITY_DN103026_c0_g2_i1
TRINITY_DN103028_c0_g1_i6,TRINITY_DN103028_c0_g1_i6
TRINITY_DN103029_c0_g1_i1,TRINITY_DN103029_c0_g1_i1
TRINITY_DN10302_c0_g1_i48,TRINITY_DN10302_c0_g1_i48
TRINITY_DN10302_c0_g2_i3,TRINITY_DN10302_c0_g2_i3
TRINITY_DN103034_c0_g2_i1,TRINITY_DN103034_c0_g2_i1
TRINITY_DN103036_c0_g1_i3,TRINITY_DN103036_c0_g1_i3
TRINITY_DN103037_c0_g1_i2,TRINITY_DN103037_c0_g1_i2
TRINITY_DN103039_c0_g1_i1,TRINITY_DN103039_c0_g1_i1
TRINITY_DN103039_c1_g1_i1,TRINITY_DN103039_c1_g1_i1
TRINITY_DN10303_c0_g1_i1,TRINITY_DN10303_c0_g1_i1
TRINITY_DN103042_c0_g1_i1,TRINITY_DN103042_c0_g1_i1
TRINITY_DN103047_c0_g1_i1,TRINITY_DN103047_c0_g1_i1
TRINITY_DN103049_c0_g1_i2,TRINITY_DN103049_c0_g1_i2
TRINITY_DN10304_c0_g1_i1,TRINITY_DN10304_c0_g1_i1
TRINITY_DN103053_c0_g1_i2,TRINITY_DN103053_c0_g1_i2
TRINITY_DN103057_c0_g2_i3,TRINITY_DN103057_c0_g2_i3
TRINITY_DN103058_c0_g1_i1,TRINITY_DN103058_c0_g1_i1
TRINITY_DN103059_c0_g1_i1,TRINITY_DN103059_c0_g1_i1
TRINITY_DN10305_c0_g1_i2,TRINITY_DN10305_c0_g1_i2
TRINITY_DN103069_c0_g2_i2,TRINITY_DN103069_c0_g2_i2
TRINITY_DN103071_c0_g1_i3,TRINITY_DN103071_c0_g1_i3
TRINITY_DN103072_c0_g1_i1,TRINITY_DN103072_c0_g1_i1
TRINITY_DN103074_c0_g1_i2,TRINITY_DN103074_c0_g1_i2
TRINITY_DN103077_c0_g1_i1,TRINITY_DN103077_c0_g1_i1
TRINITY_DN103077_c0_g3_i1,TRINITY_DN103077_c0_g3_i1
TRINITY_DN103079_c0_g1_i1,TRINITY_DN103079_c0_g1_i1
TRINITY_DN103080_c0_g1_i2,TRINITY_DN103080_c0_g1_i2
TRINITY_DN103082_c0_g1_i1,TRINITY_DN103082_c0_g1_i1
TRINITY_DN103084_c0_g1_i1,TRINITY_DN103084_c0_g1_i1
TRINITY_DN10308_c0_g1_i1,TRINITY_DN10308_c0_g1_i1
TRINITY_DN10308_c0_g2_i5,TRINITY_DN10308_c0_g2_i5
TRINITY_DN103092_c1_g2_i1,TRINITY_DN103092_c1_g2_i1
TRINITY_DN103093_c0_g1_i1,TRINITY_DN103093_c0_g1_i1
TRINITY_DN103093_c0_g2_i2,TRINITY_DN103093_c0_g2_i2
TRINITY_DN103095_c0_g1_i1,TRINITY_DN103095_c0_g1_i1
TRINITY_DN10309_c0_g1_i14,TRINITY_DN10309_c0_g1_i14
TRINITY_DN10309_c1_g1_i4,TRINITY_DN10309_c1_g1_i4
TRINITY_DN1030_c0_g2_i1,TRINITY_DN1030_c0_g2_i1
TRINITY_DN1030_c0_g3_i1,TRINITY_DN1030_c0_g3_i1
TRINITY_DN103100_c0_g1_i1,TRINITY_DN103100_c0_g1_i1
TRINITY_DN103103_c0_g2_i1,TRINITY_DN103103_c0_g2_i1
TRINITY_DN10310_c0_g2_i1,TRINITY_DN10310_c0_g2_i1
TRINITY_DN103118_c0_g1_i4,TRINITY_DN103118_c0_g1_i4
TRINITY_DN103120_c0_g1_i3,TRINITY_DN103120_c0_g1_i3
TRINITY_DN103126_c0_g1_i1,TRINITY_DN103126_c0_g1_i1
TRINITY_DN103127_c0_g2_i2,TRINITY_DN103127_c0_g2_i2
TRINITY_DN103128_c0_g2_i4,TRINITY_DN103128_c0_g2_i4
TRINITY_DN10312_c0_g1_i1,TRINITY_DN10312_c0_g1_i1
TRINITY_DN10312_c1_g1_i1,TRINITY_DN10312_c1_g1_i1
TRINITY_DN103135_c0_g1_i4,TRINITY_DN103135_c0_g1_i4
TRINITY_DN10313_c0_g1_i2,TRINITY_DN10313_c0_g1_i2
TRINITY_DN103140_c0_g1_i3,TRINITY_DN103140_c0_g1_i3
TRINITY_DN103152_c0_g1_i2,TRINITY_DN103152_c0_g1_i2
TRINITY_DN103152_c0_g2_i1,TRINITY_DN103152_c0_g2_i1
TRINITY_DN103160_c0_g1_i2,TRINITY_DN103160_c0_g1_i2
TRINITY_DN103161_c0_g1_i1,TRINITY_DN103161_c0_g1_i1
TRINITY_DN103162_c0_g1_i2,TRINITY_DN103162_c0_g1_i2
TRINITY_DN10316_c0_g1_i2,TRINITY_DN10316_c0_g1_i2
TRINITY_DN103170_c1_g1_i2,TRINITY_DN103170_c1_g1_i2
TRINITY_DN103186_c0_g1_i1,TRINITY_DN103186_c0_g1_i1
TRINITY_DN10318_c0_g1_i25,TRINITY_DN10318_c0_g1_i25
TRINITY_DN103194_c0_g2_i2,TRINITY_DN103194_c0_g2_i2
TRINITY_DN103196_c0_g1_i1,TRINITY_DN103196_c0_g1_i1
TRINITY_DN1031_c0_g1_i1,TRINITY_DN1031_c0_g1_i1
TRINITY_DN103207_c0_g2_i1,TRINITY_DN103207_c0_g2_i1
TRINITY_DN10320_c0_g2_i1,TRINITY_DN10320_c0_g2_i1
TRINITY_DN103210_c0_g1_i3,TRINITY_DN103210_c0_g1_i3
TRINITY_DN103212_c0_g1_i1,TRINITY_DN103212_c0_g1_i1
TRINITY_DN103212_c0_g2_i1,TRINITY_DN103212_c0_g2_i1
TRINITY_DN103214_c0_g1_i3,TRINITY_DN103214_c0_g1_i3
TRINITY_DN103214_c0_g2_i3,TRINITY_DN103214_c0_g2_i3
TRINITY_DN103217_c0_g1_i6,TRINITY_DN103217_c0_g1_i6
TRINITY_DN103218_c0_g1_i1,TRINITY_DN103218_c0_g1_i1
TRINITY_DN10321_c0_g1_i2,TRINITY_DN10321_c0_g1_i2
TRINITY_DN103224_c0_g2_i5,TRINITY_DN103224_c0_g2_i5
TRINITY_DN103232_c0_g1_i3,TRINITY_DN103232_c0_g1_i3
TRINITY_DN10323_c0_g1_i11,TRINITY_DN10323_c0_g1_i11
TRINITY_DN103244_c0_g1_i1,TRINITY_DN103244_c0_g1_i1
TRINITY_DN103247_c0_g1_i2,TRINITY_DN103247_c0_g1_i2
TRINITY_DN10324_c0_g2_i1,TRINITY_DN10324_c0_g2_i1
TRINITY_DN103250_c0_g1_i1,TRINITY_DN103250_c0_g1_i1
TRINITY_DN103250_c1_g1_i1,TRINITY_DN103250_c1_g1_i1
TRINITY_DN103251_c0_g1_i3,TRINITY_DN103251_c0_g1_i3
TRINITY_DN103251_c2_g2_i1,TRINITY_DN103251_c2_g2_i1
TRINITY_DN103252_c0_g1_i1,TRINITY_DN103252_c0_g1_i1
TRINITY_DN103257_c0_g2_i1,TRINITY_DN103257_c0_g2_i1
TRINITY_DN103257_c1_g1_i1,TRINITY_DN103257_c1_g1_i1
TRINITY_DN10325_c0_g1_i8,TRINITY_DN10325_c0_g1_i8
TRINITY_DN10325_c0_g2_i3,TRINITY_DN10325_c0_g2_i3
TRINITY_DN103261_c0_g2_i7,TRINITY_DN103261_c0_g2_i7
TRINITY_DN103262_c0_g1_i2,TRINITY_DN103262_c0_g1_i2
TRINITY_DN103267_c0_g1_i1,TRINITY_DN103267_c0_g1_i1
TRINITY_DN103271_c0_g1_i3,TRINITY_DN103271_c0_g1_i3
TRINITY_DN103277_c0_g1_i2,TRINITY_DN103277_c0_g1_i2
TRINITY_DN10327_c0_g1_i1,TRINITY_DN10327_c0_g1_i1
TRINITY_DN103281_c0_g1_i1,TRINITY_DN103281_c0_g1_i1
TRINITY_DN10328_c0_g1_i1,TRINITY_DN10328_c0_g1_i1
TRINITY_DN103290_c0_g2_i1,TRINITY_DN103290_c0_g2_i1
TRINITY_DN103292_c0_g1_i2,TRINITY_DN103292_c0_g1_i2
