comp102451_c0_seq1,comp102451_c0_seq1
comp102452_c0_seq1,comp102452_c0_seq1
comp102462_c0_seq1,comp102462_c0_seq1
comp102467_c0_seq1,comp102467_c0_seq1
comp102469_c0_seq1,comp102469_c0_seq1
comp102480_c0_seq1,comp102480_c0_seq1
comp102487_c0_seq1,comp102487_c0_seq1
comp102490_c0_seq2,comp102490_c0_seq2
comp102504_c0_seq1,comp102504_c0_seq1
comp102508_c0_seq1,comp102508_c0_seq1
comp102510_c0_seq1,comp102510_c0_seq1
comp102515_c0_seq1,comp102515_c0_seq1
comp102524_c0_seq1,comp102524_c0_seq1
comp102551_c0_seq1,comp102551_c0_seq1
comp102553_c0_seq1,comp102553_c0_seq1
comp102560_c0_seq1,comp102560_c0_seq1
comp102561_c0_seq1,comp102561_c0_seq1
comp102575_c0_seq1,comp102575_c0_seq1
comp102585_c0_seq1,comp102585_c0_seq1
comp102585_c0_seq2,comp102585_c0_seq2
comp102602_c0_seq1,comp102602_c0_seq1
comp102609_c0_seq1,comp102609_c0_seq1
comp102614_c0_seq1,comp102614_c0_seq1
comp102625_c0_seq1,comp102625_c0_seq1
comp102635_c0_seq1,comp102635_c0_seq1
comp102636_c0_seq1,comp102636_c0_seq1
comp102638_c0_seq1,comp102638_c0_seq1
comp10263_c0_seq1,comp10263_c0_seq1
comp102648_c0_seq1,comp102648_c0_seq1
comp102653_c0_seq1,comp102653_c0_seq1
comp102658_c0_seq2,comp102658_c0_seq2
comp102666_c0_seq1,comp102666_c0_seq1
comp102669_c0_seq1,comp102669_c0_seq1
comp102677_c0_seq1,comp102677_c0_seq1
comp102678_c0_seq1,comp102678_c0_seq1
comp102679_c0_seq2,comp102679_c0_seq2
comp102682_c0_seq1,comp102682_c0_seq1
comp102685_c0_seq2,comp102685_c0_seq2
comp102690_c0_seq1,comp102690_c0_seq1
comp102692_c0_seq1,comp102692_c0_seq1
comp102693_c0_seq1,comp102693_c0_seq1
comp102696_c0_seq1,comp102696_c0_seq1
comp102698_c0_seq1,comp102698_c0_seq1
comp102702_c0_seq1,comp102702_c0_seq1
comp102705_c0_seq1,comp102705_c0_seq1
comp102712_c0_seq1,comp102712_c0_seq1
comp102713_c0_seq1,comp102713_c0_seq1
comp102720_c0_seq1,comp102720_c0_seq1
comp102722_c0_seq1,comp102722_c0_seq1
comp10272_c0_seq1,comp10272_c0_seq1
comp102732_c0_seq1,comp102732_c0_seq1
comp102737_c0_seq1,comp102737_c0_seq1
comp102738_c0_seq1,comp102738_c0_seq1
comp102748_c0_seq1,comp102748_c0_seq1
comp102754_c0_seq1,comp102754_c0_seq1
comp102760_c0_seq1,comp102760_c0_seq1
comp102782_c0_seq1,comp102782_c0_seq1
comp102784_c0_seq1,comp102784_c0_seq1
comp102796_c0_seq1,comp102796_c0_seq1
comp102801_c0_seq2,comp102801_c0_seq2
comp102802_c0_seq2,comp102802_c0_seq2
comp102811_c0_seq1,comp102811_c0_seq1
comp102813_c0_seq1,comp102813_c0_seq1
comp102814_c0_seq1,comp102814_c0_seq1
comp102815_c0_seq1,comp102815_c0_seq1
comp102819_c0_seq1,comp102819_c0_seq1
comp102837_c0_seq1,comp102837_c0_seq1
comp102858_c0_seq1,comp102858_c0_seq1
comp102859_c0_seq1,comp102859_c0_seq1
comp102873_c0_seq1,comp102873_c0_seq1
comp102875_c0_seq1,comp102875_c0_seq1
comp102882_c0_seq1,comp102882_c0_seq1
comp102889_c0_seq1,comp102889_c0_seq1
comp102890_c0_seq1,comp102890_c0_seq1
comp102900_c0_seq1,comp102900_c0_seq1
comp102923_c0_seq2,comp102923_c0_seq2
comp102942_c0_seq1,comp102942_c0_seq1
comp102947_c0_seq1,comp102947_c0_seq1
comp102958_c0_seq1,comp102958_c0_seq1
comp102966_c0_seq1,comp102966_c0_seq1
comp102973_c0_seq2,comp102973_c0_seq2
comp102979_c0_seq1,comp102979_c0_seq1
comp102979_c0_seq4,comp102979_c0_seq4
comp102983_c0_seq1,comp102983_c0_seq1
comp102989_c0_seq1,comp102989_c0_seq1
comp102990_c0_seq1,comp102990_c0_seq1
comp103004_c0_seq1,comp103004_c0_seq1
comp103017_c0_seq1,comp103017_c0_seq1
comp103024_c0_seq1,comp103024_c0_seq1
comp103031_c0_seq1,comp103031_c0_seq1
comp103039_c0_seq1,comp103039_c0_seq1
comp103041_c0_seq1,comp103041_c0_seq1
comp103043_c0_seq1,comp103043_c0_seq1
comp103046_c0_seq1,comp103046_c0_seq1
comp103046_c0_seq3,comp103046_c0_seq3
comp103046_c0_seq5,comp103046_c0_seq5
comp103051_c0_seq1,comp103051_c0_seq1
comp103051_c0_seq2,comp103051_c0_seq2
comp103052_c0_seq1,comp103052_c0_seq1
comp103074_c0_seq1,comp103074_c0_seq1
comp103092_c0_seq1,comp103092_c0_seq1
comp10309_c0_seq1,comp10309_c0_seq1
comp103100_c0_seq1,comp103100_c0_seq1
comp103106_c0_seq1,comp103106_c0_seq1
comp10310_c0_seq1,comp10310_c0_seq1
comp103120_c0_seq1,comp103120_c0_seq1
comp103122_c0_seq1,comp103122_c0_seq1
comp103130_c0_seq2,comp103130_c0_seq2
comp103148_c0_seq1,comp103148_c0_seq1
comp103163_c0_seq1,comp103163_c0_seq1
comp103166_c0_seq1,comp103166_c0_seq1
comp103184_c0_seq1,comp103184_c0_seq1
comp103185_c0_seq1,comp103185_c0_seq1
comp103204_c0_seq1,comp103204_c0_seq1
comp103206_c0_seq1,comp103206_c0_seq1
comp103206_c0_seq2,comp103206_c0_seq2
comp103207_c0_seq2,comp103207_c0_seq2
comp103217_c0_seq1,comp103217_c0_seq1
comp103221_c0_seq1,comp103221_c0_seq1
comp103227_c0_seq2,comp103227_c0_seq2
comp103236_c0_seq1,comp103236_c0_seq1
comp103240_c0_seq1,comp103240_c0_seq1
comp103244_c0_seq1,comp103244_c0_seq1
comp103245_c0_seq1,comp103245_c0_seq1
comp103251_c0_seq1,comp103251_c0_seq1
comp103260_c0_seq1,comp103260_c0_seq1
comp103261_c0_seq1,comp103261_c0_seq1
comp103264_c0_seq2,comp103264_c0_seq2
comp103267_c0_seq1,comp103267_c0_seq1
comp103268_c0_seq1,comp103268_c0_seq1
comp103273_c0_seq1,comp103273_c0_seq1
comp103282_c0_seq1,comp103282_c0_seq1
comp103298_c0_seq2,comp103298_c0_seq2
comp103306_c0_seq1,comp103306_c0_seq1
comp10331_c0_seq1,comp10331_c0_seq1
comp103322_c0_seq1,comp103322_c0_seq1
comp103330_c0_seq1,comp103330_c0_seq1
comp103334_c0_seq2,comp103334_c0_seq2
comp103344_c0_seq1,comp103344_c0_seq1
comp103352_c0_seq1,comp103352_c0_seq1
comp103353_c0_seq1,comp103353_c0_seq1
comp103355_c0_seq1,comp103355_c0_seq1
comp103367_c0_seq1,comp103367_c0_seq1
comp103374_c0_seq1,comp103374_c0_seq1
comp103380_c0_seq1,comp103380_c0_seq1
comp103383_c0_seq1,comp103383_c0_seq1
comp103396_c0_seq1,comp103396_c0_seq1
comp103398_c0_seq1,comp103398_c0_seq1
comp103413_c0_seq1,comp103413_c0_seq1
comp103428_c0_seq1,comp103428_c0_seq1
comp103437_c0_seq1,comp103437_c0_seq1
comp103438_c0_seq1,comp103438_c0_seq1
comp103440_c0_seq1,comp103440_c0_seq1
comp103442_c0_seq1,comp103442_c0_seq1
comp103452_c0_seq1,comp103452_c0_seq1
comp103454_c0_seq1,comp103454_c0_seq1
comp103455_c0_seq1,comp103455_c0_seq1
comp103460_c0_seq1,comp103460_c0_seq1
comp103462_c0_seq2,comp103462_c0_seq2
comp103465_c0_seq1,comp103465_c0_seq1
comp103475_c0_seq1,comp103475_c0_seq1
comp103487_c0_seq1,comp103487_c0_seq1
comp103500_c0_seq1,comp103500_c0_seq1
comp103505_c0_seq1,comp103505_c0_seq1
comp103506_c0_seq1,comp103506_c0_seq1
comp103506_c0_seq2,comp103506_c0_seq2
comp103513_c0_seq1,comp103513_c0_seq1
comp103521_c0_seq1,comp103521_c0_seq1
comp103525_c0_seq1,comp103525_c0_seq1
comp103536_c0_seq1,comp103536_c0_seq1
comp103552_c0_seq1,comp103552_c0_seq1
comp103553_c0_seq1,comp103553_c0_seq1
comp103554_c0_seq1,comp103554_c0_seq1
comp103557_c0_seq1,comp103557_c0_seq1
comp103573_c0_seq2,comp103573_c0_seq2
comp10357_c0_seq2,comp10357_c0_seq2
comp103581_c0_seq1,comp103581_c0_seq1
comp103588_c0_seq1,comp103588_c0_seq1
comp103591_c0_seq1,comp103591_c0_seq1
comp103592_c0_seq1,comp103592_c0_seq1
comp103593_c0_seq1,comp103593_c0_seq1
comp103601_c0_seq1,comp103601_c0_seq1
comp103609_c0_seq1,comp103609_c0_seq1
comp103609_c0_seq2,comp103609_c0_seq2
comp103633_c0_seq1,comp103633_c0_seq1
comp103659_c0_seq1,comp103659_c0_seq1
comp103662_c0_seq1,comp103662_c0_seq1
comp103686_c0_seq2,comp103686_c0_seq2
comp103694_c0_seq1,comp103694_c0_seq1
comp10369_c0_seq1,comp10369_c0_seq1
comp103701_c0_seq1,comp103701_c0_seq1
comp103751_c0_seq1,comp103751_c0_seq1
comp103763_c0_seq1,comp103763_c0_seq1
comp103764_c0_seq2,comp103764_c0_seq2
comp103765_c0_seq2,comp103765_c0_seq2
comp10376_c0_seq1,comp10376_c0_seq1
comp103778_c0_seq1,comp103778_c0_seq1
comp103786_c0_seq1,comp103786_c0_seq1
comp103787_c0_seq1,comp103787_c0_seq1
comp103789_c0_seq1,comp103789_c0_seq1
comp103793_c0_seq1,comp103793_c0_seq1
comp103797_c0_seq2,comp103797_c0_seq2
comp103799_c0_seq1,comp103799_c0_seq1
comp103804_c0_seq2,comp103804_c0_seq2
comp103807_c0_seq1,comp103807_c0_seq1
comp103807_c0_seq2,comp103807_c0_seq2
comp103826_c0_seq1,comp103826_c0_seq1
comp103827_c0_seq1,comp103827_c0_seq1
comp10382_c0_seq1,comp10382_c0_seq1
comp103830_c0_seq1,comp103830_c0_seq1
comp103844_c0_seq1,comp103844_c0_seq1
comp103867_c0_seq1,comp103867_c0_seq1
comp103869_c0_seq1,comp103869_c0_seq1
comp103882_c0_seq1,comp103882_c0_seq1
comp103882_c0_seq2,comp103882_c0_seq2
comp103885_c0_seq1,comp103885_c0_seq1
comp103892_c0_seq1,comp103892_c0_seq1
comp103896_c0_seq2,comp103896_c0_seq2
comp103901_c0_seq1,comp103901_c0_seq1
comp103901_c0_seq2,comp103901_c0_seq2
comp103911_c0_seq1,comp103911_c0_seq1
comp103921_c0_seq1,comp103921_c0_seq1
comp103927_c0_seq2,comp103927_c0_seq2
comp103927_c0_seq4,comp103927_c0_seq4
comp103934_c0_seq1,comp103934_c0_seq1
comp103949_c0_seq1,comp103949_c0_seq1
comp103951_c0_seq1,comp103951_c0_seq1
comp103952_c0_seq1,comp103952_c0_seq1
comp103955_c0_seq1,comp103955_c0_seq1
comp103959_c0_seq1,comp103959_c0_seq1
comp103967_c0_seq1,comp103967_c0_seq1
comp103968_c0_seq1,comp103968_c0_seq1
comp103969_c0_seq1,comp103969_c0_seq1
comp103983_c0_seq2,comp103983_c0_seq2
comp104004_c0_seq1,comp104004_c0_seq1
comp104005_c0_seq1,comp104005_c0_seq1
comp104006_c0_seq1,comp104006_c0_seq1
comp104009_c0_seq1,comp104009_c0_seq1
comp104014_c0_seq1,comp104014_c0_seq1
comp104015_c0_seq1,comp104015_c0_seq1
comp104017_c0_seq1,comp104017_c0_seq1
comp104021_c0_seq2,comp104021_c0_seq2
comp104022_c0_seq1,comp104022_c0_seq1
comp104025_c0_seq1,comp104025_c0_seq1
comp104032_c0_seq1,comp104032_c0_seq1
comp104039_c0_seq1,comp104039_c0_seq1
comp104040_c0_seq1,comp104040_c0_seq1
comp104044_c0_seq1,comp104044_c0_seq1
comp104052_c0_seq1,comp104052_c0_seq1
comp104053_c0_seq1,comp104053_c0_seq1
comp104054_c0_seq1,comp104054_c0_seq1
comp104056_c0_seq1,comp104056_c0_seq1
comp104061_c0_seq2,comp104061_c0_seq2
comp104063_c0_seq1,comp104063_c0_seq1
comp104068_c0_seq1,comp104068_c0_seq1
comp104068_c1_seq1,comp104068_c1_seq1
comp104071_c0_seq2,comp104071_c0_seq2
comp104079_c0_seq3,comp104079_c0_seq3
comp104079_c0_seq4,comp104079_c0_seq4
comp104084_c0_seq1,comp104084_c0_seq1
comp104099_c0_seq1,comp104099_c0_seq1
comp104100_c0_seq1,comp104100_c0_seq1
comp104102_c0_seq2,comp104102_c0_seq2
comp104110_c0_seq1,comp104110_c0_seq1
comp104123_c0_seq1,comp104123_c0_seq1
comp104125_c0_seq1,comp104125_c0_seq1
comp104161_c0_seq1,comp104161_c0_seq1
comp104165_c0_seq1,comp104165_c0_seq1
comp104184_c0_seq1,comp104184_c0_seq1
comp104189_c0_seq1,comp104189_c0_seq1
comp104192_c0_seq2,comp104192_c0_seq2
comp104198_c0_seq2,comp104198_c0_seq2
comp104202_c0_seq1,comp104202_c0_seq1
comp104211_c0_seq1,comp104211_c0_seq1
comp104222_c0_seq1,comp104222_c0_seq1
comp104232_c0_seq2,comp104232_c0_seq2
comp104235_c0_seq1,comp104235_c0_seq1
comp104251_c0_seq1,comp104251_c0_seq1
comp104268_c0_seq1,comp104268_c0_seq1
comp104281_c0_seq1,comp104281_c0_seq1
comp104294_c0_seq1,comp104294_c0_seq1
comp104302_c0_seq1,comp104302_c0_seq1
comp104312_c1_seq1,comp104312_c1_seq1
comp104316_c0_seq1,comp104316_c0_seq1
comp104317_c0_seq1,comp104317_c0_seq1
comp104318_c0_seq1,comp104318_c0_seq1
comp104320_c0_seq1,comp104320_c0_seq1
comp104327_c0_seq1,comp104327_c0_seq1
comp104345_c0_seq1,comp104345_c0_seq1
comp104348_c0_seq1,comp104348_c0_seq1
comp104356_c0_seq1,comp104356_c0_seq1
comp104357_c0_seq1,comp104357_c0_seq1
comp104360_c0_seq1,comp104360_c0_seq1
comp104360_c1_seq1,comp104360_c1_seq1
comp104362_c0_seq1,comp104362_c0_seq1
comp104376_c0_seq1,comp104376_c0_seq1
comp104380_c0_seq2,comp104380_c0_seq2
comp104396_c0_seq1,comp104396_c0_seq1
comp104415_c0_seq1,comp104415_c0_seq1
comp104430_c0_seq1,comp104430_c0_seq1
comp104435_c0_seq1,comp104435_c0_seq1
comp104446_c0_seq1,comp104446_c0_seq1
comp104448_c0_seq1,comp104448_c0_seq1
comp104471_c0_seq1,comp104471_c0_seq1
comp104483_c0_seq1,comp104483_c0_seq1
comp104485_c0_seq1,comp104485_c0_seq1
comp104512_c0_seq1,comp104512_c0_seq1
comp104524_c0_seq1,comp104524_c0_seq1
comp104547_c0_seq1,comp104547_c0_seq1
comp104551_c0_seq1,comp104551_c0_seq1
comp104611_c0_seq1,comp104611_c0_seq1
comp104614_c0_seq1,comp104614_c0_seq1
comp104616_c0_seq1,comp104616_c0_seq1
comp104630_c0_seq1,comp104630_c0_seq1
comp104634_c0_seq2,comp104634_c0_seq2
comp104642_c0_seq1,comp104642_c0_seq1
comp104644_c0_seq1,comp104644_c0_seq1
comp104691_c0_seq1,comp104691_c0_seq1
comp104692_c0_seq2,comp104692_c0_seq2
comp104694_c0_seq4,comp104694_c0_seq4
comp104703_c0_seq1,comp104703_c0_seq1
comp104703_c0_seq2,comp104703_c0_seq2
comp104712_c0_seq4,comp104712_c0_seq4
comp104755_c0_seq3,comp104755_c0_seq3
comp104776_c0_seq1,comp104776_c0_seq1
comp104783_c0_seq1,comp104783_c0_seq1
comp104796_c0_seq1,comp104796_c0_seq1
comp104817_c0_seq1,comp104817_c0_seq1
comp104825_c0_seq1,comp104825_c0_seq1
comp104860_c0_seq1,comp104860_c0_seq1
comp104916_c0_seq1,comp104916_c0_seq1
comp104931_c0_seq1,comp104931_c0_seq1
comp104941_c0_seq1,comp104941_c0_seq1
comp104944_c0_seq1,comp104944_c0_seq1
comp104951_c0_seq1,comp104951_c0_seq1
